5.932415,6.475613,1.83198,5.996586,5.913496,6.464862,1.826318,5.978778,5.954941,6.519672,1.826178,6.028833,5.947573,6.493722,1.831803,6.022573,5.946844,6.483962,1.833845,6.021234,5.928824,6.478489,1.826897,5.9938,5.934702,6.510529,1.821961,6.004788,5.933288,6.504174,1.824043,6.003272,5.932607,6.506246,1.832066,6.002197,5.934094,6.50302,1.832772,6.002055,D
5.913496,6.464862,1.826318,5.978778,5.954941,6.519672,1.826178,6.028833,5.947573,6.493722,1.831803,6.022573,5.946844,6.483962,1.833845,6.021234,5.928824,6.478489,1.826897,5.9938,5.934702,6.510529,1.821961,6.004788,5.933288,6.504174,1.824043,6.003272,5.932607,6.506246,1.832066,6.002197,5.934094,6.50302,1.832772,6.002055,5.929971,6.495995,1.831009,5.999436,D
5.954941,6.519672,1.826178,6.028833,5.947573,6.493722,1.831803,6.022573,5.946844,6.483962,1.833845,6.021234,5.928824,6.478489,1.826897,5.9938,5.934702,6.510529,1.821961,6.004788,5.933288,6.504174,1.824043,6.003272,5.932607,6.506246,1.832066,6.002197,5.934094,6.50302,1.832772,6.002055,5.929971,6.495995,1.831009,5.999436,5.927785,6.501685,1.834178,5.997923,D
5.947573,6.493722,1.831803,6.022573,5.946844,6.483962,1.833845,6.021234,5.928824,6.478489,1.826897,5.9938,5.934702,6.510529,1.821961,6.004788,5.933288,6.504174,1.824043,6.003272,5.932607,6.506246,1.832066,6.002197,5.934094,6.50302,1.832772,6.002055,5.929971,6.495995,1.831009,5.999436,5.927785,6.501685,1.834178,5.997923,5.925439,6.494193,1.832084,5.996814,D
5.946844,6.483962,1.833845,6.021234,5.928824,6.478489,1.826897,5.9938,5.934702,6.510529,1.821961,6.004788,5.933288,6.504174,1.824043,6.003272,5.932607,6.506246,1.832066,6.002197,5.934094,6.50302,1.832772,6.002055,5.929971,6.495995,1.831009,5.999436,5.927785,6.501685,1.834178,5.997923,5.925439,6.494193,1.832084,5.996814,5.919469,6.488304,1.829591,5.989291,D
5.928824,6.478489,1.826897,5.9938,5.934702,6.510529,1.821961,6.004788,5.933288,6.504174,1.824043,6.003272,5.932607,6.506246,1.832066,6.002197,5.934094,6.50302,1.832772,6.002055,5.929971,6.495995,1.831009,5.999436,5.927785,6.501685,1.834178,5.997923,5.925439,6.494193,1.832084,5.996814,5.919469,6.488304,1.829591,5.989291,5.927885,6.522106,1.81803,5.999158,D
5.934702,6.510529,1.821961,6.004788,5.933288,6.504174,1.824043,6.003272,5.932607,6.506246,1.832066,6.002197,5.934094,6.50302,1.832772,6.002055,5.929971,6.495995,1.831009,5.999436,5.927785,6.501685,1.834178,5.997923,5.925439,6.494193,1.832084,5.996814,5.919469,6.488304,1.829591,5.989291,5.927885,6.522106,1.81803,5.999158,5.922726,6.513939,1.818789,5.995417,D
5.933288,6.504174,1.824043,6.003272,5.932607,6.506246,1.832066,6.002197,5.934094,6.50302,1.832772,6.002055,5.929971,6.495995,1.831009,5.999436,5.927785,6.501685,1.834178,5.997923,5.925439,6.494193,1.832084,5.996814,5.919469,6.488304,1.829591,5.989291,5.927885,6.522106,1.81803,5.999158,5.922726,6.513939,1.818789,5.995417,5.934905,6.483719,1.830251,6.008251,D
5.932607,6.506246,1.832066,6.002197,5.934094,6.50302,1.832772,6.002055,5.929971,6.495995,1.831009,5.999436,5.927785,6.501685,1.834178,5.997923,5.925439,6.494193,1.832084,5.996814,5.919469,6.488304,1.829591,5.989291,5.927885,6.522106,1.81803,5.999158,5.922726,6.513939,1.818789,5.995417,5.934905,6.483719,1.830251,6.008251,5.931592,6.470705,1.832363,6.003876,D
5.934094,6.50302,1.832772,6.002055,5.929971,6.495995,1.831009,5.999436,5.927785,6.501685,1.834178,5.997923,5.925439,6.494193,1.832084,5.996814,5.919469,6.488304,1.829591,5.989291,5.927885,6.522106,1.81803,5.999158,5.922726,6.513939,1.818789,5.995417,5.934905,6.483719,1.830251,6.008251,5.931592,6.470705,1.832363,6.003876,5.926698,6.462927,1.831508,5.998221,D
5.929971,6.495995,1.831009,5.999436,5.927785,6.501685,1.834178,5.997923,5.925439,6.494193,1.832084,5.996814,5.919469,6.488304,1.829591,5.989291,5.927885,6.522106,1.81803,5.999158,5.922726,6.513939,1.818789,5.995417,5.934905,6.483719,1.830251,6.008251,5.931592,6.470705,1.832363,6.003876,5.926698,6.462927,1.831508,5.998221,6.217433,6.496841,1.859246,6.320262,D
5.927785,6.501685,1.834178,5.997923,5.925439,6.494193,1.832084,5.996814,5.919469,6.488304,1.829591,5.989291,5.927885,6.522106,1.81803,5.999158,5.922726,6.513939,1.818789,5.995417,5.934905,6.483719,1.830251,6.008251,5.931592,6.470705,1.832363,6.003876,5.926698,6.462927,1.831508,5.998221,6.217433,6.496841,1.859246,6.320262,6.214401,6.49229,1.859874,6.318556,D
5.925439,6.494193,1.832084,5.996814,5.919469,6.488304,1.829591,5.989291,5.927885,6.522106,1.81803,5.999158,5.922726,6.513939,1.818789,5.995417,5.934905,6.483719,1.830251,6.008251,5.931592,6.470705,1.832363,6.003876,5.926698,6.462927,1.831508,5.998221,6.217433,6.496841,1.859246,6.320262,6.214401,6.49229,1.859874,6.318556,6.205467,6.496861,1.860348,6.308501,D
5.919469,6.488304,1.829591,5.989291,5.927885,6.522106,1.81803,5.999158,5.922726,6.513939,1.818789,5.995417,5.934905,6.483719,1.830251,6.008251,5.931592,6.470705,1.832363,6.003876,5.926698,6.462927,1.831508,5.998221,6.217433,6.496841,1.859246,6.320262,6.214401,6.49229,1.859874,6.318556,6.205467,6.496861,1.860348,6.308501,6.200283,6.503373,1.860085,6.301025,D
5.927885,6.522106,1.81803,5.999158,5.922726,6.513939,1.818789,5.995417,5.934905,6.483719,1.830251,6.008251,5.931592,6.470705,1.832363,6.003876,5.926698,6.462927,1.831508,5.998221,6.217433,6.496841,1.859246,6.320262,6.214401,6.49229,1.859874,6.318556,6.205467,6.496861,1.860348,6.308501,6.200283,6.503373,1.860085,6.301025,5.921639,6.498613,1.838069,5.98729,D
